3.799999952316284180e+00,2.349999994039535522e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.399999946355819702e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.450000047683715820e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.450000047683715820e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.500000000000000000e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.500000000000000000e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.549999952316284180e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.549999952316284180e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.549999952316284180e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.599999904632568359e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.599999904632568359e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.599999904632568359e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.649999856948852539e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.649999856948852539e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.649999856948852539e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.700000107288360596e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.700000107288360596e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.700000107288360596e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.750000059604644775e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.750000059604644775e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.750000059604644775e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.800000011920928955e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.800000011920928955e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.800000011920928955e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.849999964237213135e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.849999964237213135e-01,1.000000047497451305e-03
3.799999952316284180e+00,2.849999964237213135e-01,1.000000047497451305e-03
