7.000000000000000000e+00,2.700000000000000178e-01,3.599999999999999867e-01,2.069999999999999929e+01,4.499999999999999833e-02
6.3,0.3,0.34,1.6,0.049
8.1,0.28,0.4,6.9,0.05
7.2,0.23,0.32,8.5,0.058
7.2,0.23,0.32,8.5,0.058
8.1,0.28,0.4,6.9,0.05
6.2,0.32,0.16,7.0,0.045
7.0,0.27,0.36,20.7,0.045
6.3,0.3,0.34,1.6,0.049
8.1,0.22,0.43,1.5,0.044
8.1,0.27,0.41,1.45,0.033
8.6,0.23,0.4,4.2,0.035
7.9,0.18,0.37,1.2,0.04
6.6,0.16,0.4,1.5,0.044
8.3,0.42,0.62,19.25,0.04
6.6,0.17,0.38,1.5,0.032
6.3,0.48,0.04,1.1,0.046
6.2,0.66,0.48,1.2,0.029
7.4,0.34,0.42,1.1,0.033
6.5,0.31,0.14,7.5,0.044
6.2,0.66,0.48,1.2,0.029
6.4,0.31,0.38,2.9,0.038
6.8,0.26,0.42,1.7,0.049
7.6,0.67,0.14,1.5,0.074
6.6,0.27,0.41,1.3,0.052
7.0,0.25,0.32,9.0,0.046
6.9,0.24,0.35,1.0,0.052
7.0,0.28,0.39,8.7,0.051
7.4,0.27,0.48,1.1,0.047
7.2,0.32,0.36,2.0,0.033
8.5,0.24,0.39,10.4,0.044
8.3,0.14,0.34,1.1,0.042
7.4,0.25,0.36,2.05,0.05
6.2,0.12,0.34,1.5,0.045
5.8,0.27,0.2,14.95,0.044
7.3,0.28,0.43,1.7,0.08
6.5,0.39,0.23,5.4,0.051
7.0,0.33,0.32,1.2,0.053
7.3,0.24,0.39,17.95,0.057
7.3,0.24,0.39,17.95,0.057
6.7,0.23,0.39,2.5,0.172
6.7,0.24,0.39,2.9,0.173
7.0,0.31,0.26,7.4,0.069
6.6,0.24,0.27,1.4,0.057
6.7,0.23,0.26,1.4,0.06
7.4,0.18,0.31,1.4,0.058
6.2,0.45,0.26,4.4,0.063
6.2,0.46,0.25,4.4,0.066
7.0,0.31,0.26,7.4,0.069
6.9,0.19,0.35,5.0,0.067
7.2,0.19,0.31,1.6,0.062
6.6,0.25,0.29,1.1,0.068
6.2,0.16,0.33,1.1,0.057
6.4,0.18,0.35,1.0,0.045
6.8,0.2,0.59,0.9,0.147
6.9,0.25,0.35,1.3,0.039
7.2,0.21,0.34,11.9,0.043
6.0,0.19,0.26,12.4,0.048
6.6,0.38,0.15,4.6,0.044
7.4,0.2,0.36,1.2,0.038
6.8,0.22,0.24,4.9,0.092
6.0,0.19,0.26,12.4,0.048
7.0,0.47,0.07,1.1,0.035
6.6,0.38,0.15,4.6,0.044
7.2,0.24,0.27,1.4,0.038
6.2,0.35,0.03,1.2,0.064
6.4,0.26,0.24,6.4,0.04
6.7,0.25,0.13,1.2,0.041
6.7,0.23,0.31,2.1,0.046
7.4,0.24,0.29,10.1,0.05
6.2,0.27,0.43,7.8,0.056
6.8,0.3,0.23,4.6,0.061
6.0,0.27,0.28,4.8,0.063
8.6,0.23,0.46,1.0,0.054
6.7,0.23,0.31,2.1,0.046
7.4,0.24,0.29,10.1,0.05
7.1,0.18,0.36,1.4,0.043
7.0,0.32,0.34,1.3,0.042
7.4,0.18,0.3,8.8,0.064
6.7,0.54,0.28,5.4,0.06
6.8,0.22,0.31,1.4,0.053
7.1,0.2,0.34,16.0,0.05
7.1,0.34,0.2,6.1,0.063
7.3,0.22,0.3,8.2,0.047
7.1,0.43,0.61,11.8,0.045
7.1,0.44,0.62,11.8,0.044
7.2,0.39,0.63,11.0,0.044
6.8,0.25,0.31,13.3,0.05
7.1,0.43,0.61,11.8,0.045
7.1,0.44,0.62,11.8,0.044
7.2,0.39,0.63,11.0,0.044
6.1,0.27,0.43,7.5,0.049
6.9,0.24,0.33,1.7,0.035
6.9,0.21,0.33,1.8,0.034
7.5,0.17,0.32,1.7,0.04
7.1,0.26,0.29,12.4,0.044
6.0,0.34,0.66,15.9,0.046
8.6,0.265,0.36,1.2,0.034
9.8,0.36,0.46,10.5,0.038
6.0,0.34,0.66,15.9,0.046
7.4,0.25,0.37,13.5,0.06
7.1,0.12,0.32,9.6,0.054
6.0,0.21,0.24,12.1,0.05
