7.0,0.27
6.3,0.3
8.1,0.28
7.2,0.23
7.2,0.23
8.1,0.28
6.2,0.32
7.0,0.27
6.3,0.3
8.1,0.22
8.1,0.27
8.6,0.23
7.9,0.18
6.6,0.16
8.3,0.42
6.6,0.17
6.3,0.48
6.2,0.66
7.4,0.34
6.5,0.31
6.2,0.66
6.4,0.31
6.8,0.26
7.6,0.67
6.6,0.27
7.0,0.25
6.9,0.24
7.0,0.28
7.4,0.27
7.2,0.32
8.5,0.24
8.3,0.14
7.4,0.25
6.2,0.12
5.8,0.27
7.3,0.28
6.5,0.39
7.0,0.33
7.3,0.24
7.3,0.24
6.7,0.23
6.7,0.24
7.0,0.31
6.6,0.24
6.7,0.23
7.4,0.18
6.2,0.45
6.2,0.46
7.0,0.31
6.9,0.19
7.2,0.19
6.6,0.25
6.2,0.16
6.4,0.18
6.8,0.2
6.9,0.25
7.2,0.21
6.0,0.19
6.6,0.38
7.4,0.2
6.8,0.22
6.0,0.19
7.0,0.47
6.6,0.38
7.2,0.24
6.2,0.35
6.4,0.26
6.7,0.25
6.7,0.23
7.4,0.24
6.2,0.27
6.8,0.3
6.0,0.27
8.6,0.23
6.7,0.23
7.4,0.24
7.1,0.18
7.0,0.32
7.4,0.18
6.7,0.54
6.8,0.22
7.1,0.2
7.1,0.34
7.3,0.22
7.1,0.43
7.1,0.44
7.2,0.39
6.8,0.25
7.1,0.43
7.1,0.44
7.2,0.39
6.1,0.27
6.9,0.24
6.9,0.21
7.5,0.17
7.1,0.26
6.0,0.34
8.6,0.265
9.8,0.36
6.0,0.34
7.4,0.25
7.1,0.12
6.0,0.21
7.5,0.305
7.4,0.25
7.3,0.13
7.1,0.12
7.1,0.23
7.1,0.23
6.9,0.33
6.5,0.17
7.2,0.27
7.2,0.31
6.7,0.41
6.7,0.41
5.5,0.485
6.0,0.31
7.0,0.14
7.2,0.31
7.3,0.32
5.9,0.36
7.8,0.24
7.4,0.16
6.9,0.19
6.4,0.13
6.7,0.19
7.4,0.39
6.5,0.24
6.1,0.3
6.1,0.3
5.7,0.26
6.5,0.24
6.5,0.425
6.6,0.24
6.8,0.27
6.7,0.27
8.2,0.23
7.1,0.37
6.8,0.19
8.1,0.28
6.3,0.31
7.1,0.37
7.9,0.21
8.5,0.21
8.1,0.2
6.3,0.255
5.6,0.16
6.4,0.595
6.3,0.34
6.9,0.25
7.9,0.22
7.6,0.18
6.9,0.25
7.2,0.18
8.2,0.23
7.4,0.24
7.4,0.24
6.1,0.32
5.2,0.44
5.2,0.44
6.1,0.32
6.4,0.22
6.3,0.36
7.4,0.24
6.7,0.24
7.0,0.23
8.4,0.27
6.7,0.46
7.5,0.29
9.8,0.42
7.1,0.3
7.9,0.19
7.6,0.48
6.3,0.22
7.5,0.27
6.9,0.23
7.2,0.32
5.9,0.23
6.0,0.67
6.4,0.25
6.4,0.33
7.1,0.34
6.8,0.28
6.9,0.27
6.8,0.26
6.8,0.29
6.7,0.24
5.9,0.3
6.8,0.53
6.5,0.28
6.6,0.28
6.8,0.28
6.8,0.28
6.6,0.15
6.4,0.29
6.4,0.3
6.4,0.29
6.8,0.26
7.1,0.32
6.8,0.26
6.8,0.27
7.1,0.32
6.9,0.54
6.8,0.26
5.8,0.28
6.4,0.21
7.0,0.16
10.2,0.44
6.8,0.57
6.1,0.4
5.6,0.245
6.8,0.18
7.0,0.16
6.7,0.13
6.2,0.25
5.8,0.26
7.5,0.27
5.8,0.26
5.7,0.28
7.5,0.23
7.5,0.27
7.2,0.685
6.2,0.25
6.5,0.19
6.3,0.495
7.1,0.24
6.4,0.17
7.1,0.25
6.4,0.17
7.1,0.24
6.8,0.64
8.3,0.28
8.2,0.27
7.2,0.23
7.2,0.23
7.2,0.23
7.2,0.23
6.8,0.52
7.0,0.26
6.2,0.25
7.3,0.32
7.7,0.31
7.1,0.21
6.8,0.24
6.9,0.4
6.1,0.18
6.8,0.21
5.8,0.2
5.6,0.19
6.1,0.41
5.9,0.21
8.5,0.26
6.9,0.4
5.8,0.24
5.8,0.24
6.7,0.26
6.3,0.35
6.3,0.35
6.4,0.23
5.8,0.36
6.9,0.115
6.9,0.29
6.9,0.28
7.2,0.29
6.2,0.24
6.9,0.29
6.9,0.32
5.3,0.58
5.3,0.585
5.4,0.59
6.9,0.32
5.2,0.6
5.8,0.25
6.6,0.58
7.0,0.29
6.6,0.19
6.7,0.2
7.7,0.26
6.8,0.32
7.0,0.3
7.0,0.24
6.1,0.31
6.8,0.44
6.7,0.34
7.1,0.35
7.3,0.32
6.5,0.28
7.2,0.23
7.2,0.23
7.2,0.23
7.2,0.23
5.9,0.15
7.4,0.28
6.2,0.28
9.1,0.59
6.3,0.33
8.3,0.39
7.2,0.19
7.5,0.17
6.7,0.17
6.1,0.41
8.3,0.2
6.1,0.41
6.0,0.29
7.3,0.41
7.3,0.41
7.2,0.43
7.3,0.4
6.2,0.33
6.2,0.31
6.1,0.36
5.0,0.55
7.8,0.25
5.7,0.36
5.8,0.34
6.8,0.28
6.8,0.25
6.6,0.24
5.9,0.3
6.1,0.125
6.0,0.1
6.6,0.24
6.8,0.25
6.8,0.28
8.3,0.41
7.5,0.27
7.9,0.26
6.4,0.34
6.5,0.28
7.2,0.21
6.4,0.32
6.8,0.24
6.3,0.23
6.5,0.28
5.6,0.26
6.3,0.23
6.3,0.23
5.8,0.27
5.9,0.26
6.6,0.18
7.4,0.2
8.0,0.24
6.4,0.26
5.4,0.31
5.4,0.29
7.1,0.145
5.6,0.34
6.7,0.19
7.8,0.18
7.6,0.17
6.3,0.12
7.3,0.33
5.5,0.335
7.3,0.33
5.8,0.4
7.3,0.22
7.3,0.22
6.1,0.36
10.0,0.2
6.9,0.24
6.4,0.24
7.1,0.365
6.8,0.15
7.3,0.22
6.8,0.16
6.0,0.26
6.0,0.18
6.9,0.33
7.7,0.29
7.1,0.39
6.9,0.33
7.7,0.29
6.6,0.905
7.2,0.27
5.1,0.33
5.1,0.33
6.4,0.31
7.3,0.2
5.7,0.32
6.4,0.31
7.3,0.2
7.2,0.28
7.5,0.35
7.2,0.27
6.0,0.36
5.1,0.33
5.0,0.17
6.3,0.39
6.7,0.21
7.0,0.3
7.0,0.3
6.5,0.36
6.1,0.55
7.3,0.24
6.8,0.37
6.8,0.27
8.2,0.28
6.3,0.2
5.9,0.26
6.4,0.19
6.3,0.2
6.8,0.37
6.1,0.35
7.1,0.27
6.8,0.22
6.8,0.27
5.8,0.28
6.9,0.49
6.3,0.14
8.2,0.28
7.2,0.25
7.3,0.28
7.2,0.19
7.2,0.19
7.2,0.25
7.3,0.28
7.4,0.21
6.8,0.26
7.4,0.21
7.4,0.31
7.0,0.22
7.0,0.21
7.0,0.21
7.0,0.21
6.9,0.23
7.0,0.21
7.0,0.21
6.8,0.29
7.8,0.21
7.1,0.31
6.8,0.29
6.4,0.34
7.4,0.155
7.2,0.55
7.0,0.23
6.9,0.2
6.1,0.28
6.6,0.16
7.4,0.155
6.2,0.35
6.7,0.22
6.1,0.38
6.0,0.25
6.6,0.52
6.9,0.24
7.1,0.32
5.8,0.28
6.5,0.41
6.5,0.41
6.4,0.28
7.2,0.6
6.1,0.2
5.9,0.46
6.0,0.27
6.4,0.28
6.4,0.41
6.3,0.23
7.1,0.21
6.0,0.37
6.1,0.43
7.1,0.21
7.0,0.25
5.9,0.25
6.8,0.32
7.2,0.39
6.3,0.21
7.0,0.14
6.8,0.32
7.2,0.39
7.2,0.29
8.6,0.37
