7.0,0.27,0.36
6.3,0.3,0.34
8.1,0.28,0.4
7.2,0.23,0.32
7.2,0.23,0.32
8.1,0.28,0.4
6.2,0.32,0.16
7.0,0.27,0.36
6.3,0.3,0.34
8.1,0.22,0.43
8.1,0.27,0.41
8.6,0.23,0.4
7.9,0.18,0.37
6.6,0.16,0.4
8.3,0.42,0.62
6.6,0.17,0.38
6.3,0.48,0.04
6.2,0.66,0.48
7.4,0.34,0.42
6.5,0.31,0.14
6.2,0.66,0.48
6.4,0.31,0.38
6.8,0.26,0.42
7.6,0.67,0.14
6.6,0.27,0.41
7.0,0.25,0.32
6.9,0.24,0.35
7.0,0.28,0.39
7.4,0.27,0.48
7.2,0.32,0.36
8.5,0.24,0.39
8.3,0.14,0.34
7.4,0.25,0.36
6.2,0.12,0.34
5.8,0.27,0.2
7.3,0.28,0.43
6.5,0.39,0.23
7.0,0.33,0.32
7.3,0.24,0.39
7.3,0.24,0.39
6.7,0.23,0.39
6.7,0.24,0.39
7.0,0.31,0.26
6.6,0.24,0.27
6.7,0.23,0.26
7.4,0.18,0.31
6.2,0.45,0.26
6.2,0.46,0.25
7.0,0.31,0.26
6.9,0.19,0.35
7.2,0.19,0.31
6.6,0.25,0.29
6.2,0.16,0.33
6.4,0.18,0.35
6.8,0.2,0.59
6.9,0.25,0.35
7.2,0.21,0.34
6.0,0.19,0.26
6.6,0.38,0.15
7.4,0.2,0.36
6.8,0.22,0.24
6.0,0.19,0.26
7.0,0.47,0.07
6.6,0.38,0.15
7.2,0.24,0.27
6.2,0.35,0.03
6.4,0.26,0.24
6.7,0.25,0.13
6.7,0.23,0.31
7.4,0.24,0.29
6.2,0.27,0.43
6.8,0.3,0.23
6.0,0.27,0.28
8.6,0.23,0.46
6.7,0.23,0.31
7.4,0.24,0.29
7.1,0.18,0.36
7.0,0.32,0.34
7.4,0.18,0.3
6.7,0.54,0.28
6.8,0.22,0.31
7.1,0.2,0.34
7.1,0.34,0.2
7.3,0.22,0.3
7.1,0.43,0.61
7.1,0.44,0.62
7.2,0.39,0.63
6.8,0.25,0.31
7.1,0.43,0.61
7.1,0.44,0.62
7.2,0.39,0.63
6.1,0.27,0.43
6.9,0.24,0.33
6.9,0.21,0.33
7.5,0.17,0.32
7.1,0.26,0.29
6.0,0.34,0.66
8.6,0.265,0.36
9.8,0.36,0.46
6.0,0.34,0.66
7.4,0.25,0.37
7.1,0.12,0.32
6.0,0.21,0.24
7.5,0.305,0.4
7.4,0.25,0.37
7.3,0.13,0.32
7.1,0.12,0.32
7.1,0.23,0.35
7.1,0.23,0.35
6.9,0.33,0.28
6.5,0.17,0.54
7.2,0.27,0.46
7.2,0.31,0.5
6.7,0.41,0.34
6.7,0.41,0.34
5.5,0.485,0.001
6.0,0.31,0.24
7.0,0.14,0.4
7.2,0.31,0.5
7.3,0.32,0.48
5.9,0.36,0.04
7.8,0.24,0.32
7.4,0.16,0.31
6.9,0.19,0.28
6.4,0.13,0.47
6.7,0.19,0.36
7.4,0.39,0.23
6.5,0.24,0.32
6.1,0.3,0.56
6.1,0.3,0.56
5.7,0.26,0.25
6.5,0.24,0.32
6.5,0.425,0.4
6.6,0.24,0.27
6.8,0.27,0.22
6.7,0.27,0.31
8.2,0.23,0.4
7.1,0.37,0.67
6.8,0.19,0.36
8.1,0.28,0.39
6.3,0.31,0.34
7.1,0.37,0.67
7.9,0.21,0.4
8.5,0.21,0.41
8.1,0.2,0.4
6.3,0.255,0.37
5.6,0.16,0.27
6.4,0.595,0.14
6.3,0.34,0.33
6.9,0.25,0.3
7.9,0.22,0.38
7.6,0.18,0.46
6.9,0.25,0.3
7.2,0.18,0.41
8.2,0.23,0.4
7.4,0.24,0.42
7.4,0.24,0.42
6.1,0.32,0.24
5.2,0.44,0.04
5.2,0.44,0.04
6.1,0.32,0.24
6.4,0.22,0.56
6.3,0.36,0.3
7.4,0.24,0.42
6.7,0.24,0.35
7.0,0.23,0.36
8.4,0.27,0.46
6.7,0.46,0.18
7.5,0.29,0.31
9.8,0.42,0.48
7.1,0.3,0.46
7.9,0.19,0.45
7.6,0.48,0.37
6.3,0.22,0.43
7.5,0.27,0.31
6.9,0.23,0.4
7.2,0.32,0.47
5.9,0.23,0.3
6.0,0.67,0.07
6.4,0.25,0.32
6.4,0.33,0.31
7.1,0.34,0.15
6.8,0.28,0.4
6.9,0.27,0.4
6.8,0.26,0.56
6.8,0.29,0.56
6.7,0.24,0.41
5.9,0.3,0.23
6.8,0.53,0.35
6.5,0.28,0.28
6.6,0.28,0.28
6.8,0.28,0.4
6.8,0.28,0.36
6.6,0.15,0.34
6.4,0.29,0.44
6.4,0.3,0.45
6.4,0.29,0.44
6.8,0.26,0.24
7.1,0.32,0.24
6.8,0.26,0.24
6.8,0.27,0.26
7.1,0.32,0.24
6.9,0.54,0.32
6.8,0.26,0.34
5.8,0.28,0.35
6.4,0.21,0.5
7.0,0.16,0.32
10.2,0.44,0.88
6.8,0.57,0.29
6.1,0.4,0.31
5.6,0.245,0.25
6.8,0.18,0.38
7.0,0.16,0.32
6.7,0.13,0.29
6.2,0.25,0.25
5.8,0.26,0.24
7.5,0.27,0.36
5.8,0.26,0.24
5.7,0.28,0.24
7.5,0.23,0.36
7.5,0.27,0.36
7.2,0.685,0.21
6.2,0.25,0.25
6.5,0.19,0.3
6.3,0.495,0.22
7.1,0.24,0.41
6.4,0.17,0.32
7.1,0.25,0.32
6.4,0.17,0.32
7.1,0.24,0.41
6.8,0.64,0.08
8.3,0.28,0.4
8.2,0.27,0.39
7.2,0.23,0.38
7.2,0.23,0.38
7.2,0.23,0.38
7.2,0.23,0.38
6.8,0.52,0.32
7.0,0.26,0.59
6.2,0.25,0.21
7.3,0.32,0.23
7.7,0.31,0.26
7.1,0.21,0.37
6.8,0.24,0.34
6.9,0.4,0.56
6.1,0.18,0.36
6.8,0.21,0.27
5.8,0.2,0.27
