3.799999999999999822e+00,8.000000000000000167e-02,1.000000000000000021e-03,5.999999999999999778e-01,8.999999999999997585e-03
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.009
3.8,0.08,0.001,0.6,0.092
3.8,0.08,0.001,0.6,0.102
3.8,0.08,0.01,0.6,0.009
3.8,0.08,0.04,0.6,0.009
3.8,0.08,0.08,0.6,0.009
3.8,0.08,0.08,0.6,0.009
3.8,0.08,0.1,0.6,0.009
3.8,0.08,0.11,0.6,0.009
3.8,0.08,0.11,0.6,0.009
3.8,0.08,0.11,0.6,0.61
3.8,0.08,0.15,0.6,0.009
3.8,0.08,0.21,0.6,0.009
3.8,0.08,0.25,0.6,0.093
3.8,0.08,0.27,0.6,0.009
3.8,0.08,0.29,0.6,0.009
3.8,0.08,0.3,0.6,0.009
3.8,0.08,0.33,0.6,0.12
3.8,0.09,0.001,0.6,0.009
3.8,0.17,0.001,0.6,0.009
3.8,0.17,0.001,0.6,0.009
3.8,0.17,0.001,1.15,0.12
3.8,0.18,0.001,0.6,0.009
3.8,0.18,0.06,0.6,0.009
3.8,0.18,0.27,0.6,0.009
3.8,0.18,0.36,0.6,0.009
3.8,0.19,0.001,0.6,0.009
3.8,0.2,0.001,0.6,0.009
3.8,0.205,0.001,0.6,0.009
3.8,0.205,0.001,1.9,0.009
3.8,0.205,0.08,0.6,0.009
3.8,0.21,0.02,0.6,0.009
3.8,0.225,0.001,0.6,0.009
3.8,0.23,0.17,1.35,0.03
3.8,0.235,0.001,0.6,0.009
3.8,0.235,0.001,0.6,0.009
3.8,0.24,0.001,0.6,0.009
3.8,0.245,0.001,0.6,0.009
3.8,0.265,0.25,0.6,0.009
