3.799999999999999822e+00,8.000000000000000167e-02,1.000000000000000021e-03,5.999999999999999778e-01,8.999999999999997585e-03
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,9
3800,80,1,600,92
3800,80,1,600,102
3800,80,10,600,9
3800,80,40,600,9
3800,80,80,600,9
3800,80,80,600,9
3800,80,100,600,9
3800,80,110,600,9
3800,80,110,600,9
3800,80,110,600,610
3800,80,150,600,9
3800,80,210,600,9
3800,80,250,600,93
3800,80,270,600,9
3800,80,290,600,9
3800,80,300,600,9
3800,80,330,600,120
3800,90,1,600,9
3800,170,1,600,9
3800,170,1,600,9
3800,170,1,1150,120
3800,180,1,600,9
3800,180,60,600,9
3800,180,270,600,9
3800,180,360,600,9
3800,190,1,600,9
3800,200,1,600,9
3800,205,1,600,9
3800,205,1,1900,9
3800,205,80,600,9
3800,210,20,600,9
3800,225,1,600,9
3800,230,170,1350,30
3800,235,1,600,9
3800,235,1,600,9
3800,240,1,600,9
3800,245,1,600,9
3800,265,250,600,9
3800,280,1,600,9
3800,290,280,600,9
3800,295,50,600,9
3800,320,1,600,9
3800,330,1,600,9
3800,330,320,1400,30
3800,340,1,600,9
3800,345,210,600,9
3800,355,1,600,9
3800,355,1,600,9
3800,355,110,1650,9
3800,355,500,600,9
3800,360,1,600,9
3800,360,210,600,9
3800,370,160,2300,9
3800,385,1,600,9
3800,385,140,600,9
3800,390,1,2150,9
3800,420,1,1450,9
3800,420,350,600,9
3800,435,1,1600,9
3800,500,20,3950,28
3800,585,1,600,9
3800,625,1,600,9
3900,80,500,600,9
4200,80,1,600,9
4200,80,1,600,9
4200,80,1,600,9
4200,80,1,600,9
4200,80,250,600,9
4200,215,260,600,9
4400,80,1,600,9
4400,80,1,600,9
4400,80,140,600,9
4400,235,150,600,9
4400,305,1,600,9
4400,345,260,600,88
4500,120,230,600,9
4500,190,1,600,9
4500,340,500,600,9
4500,345,1,2800,38
4600,80,80,600,9
4600,325,340,600,9
4700,80,1,600,9
4700,265,1,600,9
4800,80,1,600,9
4800,80,90,600,9
4800,190,20,600,9
4800,315,1,600,9
4900,340,210,600,70
4900,950,1,600,39
5000,80,1,600,9
5000,80,220,600,9
5000,395,430,600,34
5000,430,1,600,71
5100,80,1,14300,9
5100,320,460,600,9
5100,420,1,600,9
5200,80,1,600,9
5200,80,200,600,9
5200,80,210,600,9
5200,235,1,600,9
5200,245,70,600,9
5200,265,140,600,9
5200,270,140,600,9
5200,320,160,600,9
5200,360,240,600,9
5200,405,1,600,9
5200,415,150,2200,9
