700000,27000,36000
630000,30000,34000
810000,28000,40000
720000,23000,32000
720000,23000,32000
810000,28000,40000
620000,32000,16000
700000,27000,36000
630000,30000,34000
810000,22000,43000
810000,27000,41000
860000,23000,40000
790000,18000,37000
660000,16000,40000
830000,42000,62000
660000,17000,38000
630000,48000,4000
620000,66000,48000
740000,34000,42000
650000,31000,14000
620000,66000,48000
640000,31000,38000
680000,26000,42000
760000,67000,14000
660000,27000,41000
700000,25000,32000
690000,24000,35000
700000,28000,39000
740000,27000,48000
720000,32000,36000
850000,24000,39000
830000,14000,34000
740000,25000,36000
620000,12000,34000
580000,27000,20000
730000,28000,43000
650000,39000,23000
700000,33000,32000
730000,24000,39000
730000,24000,39000
670000,23000,39000
670000,24000,39000
700000,31000,26000
660000,24000,27000
670000,23000,26000
740000,18000,31000
620000,45000,26000
620000,46000,25000
700000,31000,26000
690000,19000,35000
720000,19000,31000
660000,25000,28999
620000,16000,33000
640000,18000,35000
680000,20000,59000
690000,25000,35000
720000,21000,34000
600000,19000,26000
660000,38000,15000
740000,20000,36000
680000,22000,24000
600000,19000,26000
700000,47000,7000
660000,38000,15000
720000,24000,27000
620000,35000,3000
640000,26000,24000
670000,25000,13000
670000,23000,31000
740000,24000,28999
620000,27000,43000
680000,30000,23000
600000,27000,28000
860000,23000,46000
670000,23000,31000
740000,24000,28999
710000,18000,36000
700000,32000,34000
740000,18000,30000
670000,54000,28000
680000,22000,31000
710000,20000,34000
710000,34000,20000
730000,22000,30000
710000,43000,61000
710000,44000,62000
720000,39000,63000
680000,25000,31000
710000,43000,61000
710000,44000,62000
720000,39000,63000
610000,27000,43000
690000,24000,33000
690000,21000,33000
750000,17000,32000
710000,26000,28999
600000,34000,66000
860000,26500,36000
980000,36000,46000
600000,34000,66000
740000,25000,37000
710000,12000,32000
600000,21000,24000
750000,30500,40000
740000,25000,37000
730000,13000,32000
710000,12000,32000
710000,23000,35000
710000,23000,35000
690000,33000,28000
650000,17000,54000
720000,27000,46000
720000,31000,50000
670000,41000,34000
670000,41000,34000
550000,48500,100
600000,31000,24000
700000,14000,40000
720000,31000,50000
730000,32000,48000
590000,36000,4000
780000,24000,32000
740000,16000,31000
690000,19000,28000
640000,13000,47000
670000,19000,36000
740000,39000,23000
650000,24000,32000
610000,30000,56000
610000,30000,56000
570000,26000,25000
650000,24000,32000
650000,42500,40000
660000,24000,27000
680000,27000,22000
670000,27000,31000
819999,23000,40000
710000,37000,67000
680000,19000,36000
810000,28000,39000
630000,31000,34000
710000,37000,67000
790000,21000,40000
850000,21000,41000
810000,20000,40000
630000,25500,37000
560000,16000,27000
640000,59500,14000
630000,34000,33000
690000,25000,30000
790000,22000,38000
760000,18000,46000
690000,25000,30000
720000,18000,41000
819999,23000,40000
740000,24000,42000
740000,24000,42000
610000,32000,24000
520000,44000,4000
520000,44000,4000
610000,32000,24000
640000,22000,56000
630000,36000,30000
740000,24000,42000
670000,24000,35000
700000,23000,36000
840000,27000,46000
670000,46000,18000
750000,28999,31000
980000,42000,48000
710000,30000,46000
790000,19000,45000
760000,48000,37000
630000,22000,43000
750000,27000,31000
690000,23000,40000
720000,32000,47000
590000,23000,30000
600000,67000,7000
640000,25000,32000
640000,33000,31000
710000,34000,15000
680000,28000,40000
690000,27000,40000
680000,26000,56000
680000,28999,56000
670000,24000,41000
590000,30000,23000
680000,53000,35000
650000,28000,28000
660000,28000,28000
680000,28000,40000
680000,28000,36000
660000,15000,34000
640000,28999,44000
640000,30000,45000
640000,28999,44000
680000,26000,24000
710000,32000,24000
680000,26000,24000
680000,27000,26000
710000,32000,24000
690000,54000,32000
680000,26000,34000
580000,28000,35000
640000,21000,50000
700000,16000,32000
1019999,44000,88000
680000,56999,28999
610000,40000,31000
560000,24500,25000
680000,18000,38000
700000,16000,32000
670000,13000,28999
620000,25000,25000
580000,26000,24000
750000,27000,36000
580000,26000,24000
570000,28000,24000
750000,23000,36000
750000,27000,36000
720000,68500,21000
620000,25000,25000
650000,19000,30000
630000,49500,22000
710000,24000,41000
640000,17000,32000
710000,25000,32000
640000,17000,32000
710000,24000,41000
680000,64000,8000
830000,28000,40000
819999,27000,39000
720000,23000,38000
720000,23000,38000
720000,23000,38000
720000,23000,38000
680000,52000,32000
700000,26000,59000
620000,25000,21000
730000,32000,23000
770000,31000,26000
710000,21000,37000
680000,24000,34000
690000,40000,56000
610000,18000,36000
680000,21000,27000
580000,20000,27000
560000,19000,26000
610000,41000,14000
590000,21000,28000
850000,26000,21000
690000,40000,56000
580000,24000,44000
580000,24000,39000
670000,26000,39000
630000,35000,30000
630000,35000,30000
640000,23000,39000
580000,36000,38000
690000,11500,35000
690000,28999,40000
690000,28000,40000
720000,28999,40000
620000,24000,35000
690000,28999,40000
690000,32000,26000
530000,57999,7000
530000,58500,7000
540000,59000,7000
690000,32000,26000
520000,60000,7000
580000,25000,26000
660000,57999,30000
700000,28999,54000
660000,19000,41000
670000,20000,41000
770000,26000,40000
680000,32000,34000
700000,30000,49000
700000,24000,36000
610000,31000,57999
680000,44000,37000
670000,34000,30000
710000,35000,24000
730000,32000,25000
650000,28000,33000
720000,23000,39000
720000,23000,39000
720000,23000,39000
720000,23000,39000
590000,15000,31000
740000,28000,42000
620000,28000,22000
910000,59000,38000
630000,33000,27000
830000,39000,70000
720000,19000,46000
750000,17000,44000
670000,17000,50000
610000,41000,100
830000,20000,35000
610000,41000,100
600000,28999,21000
730000,41000,24000
730000,41000,24000
720000,43000,24000
730000,40000,24000
