7.000000000000000000e+00,2.700000000000000178e-01,3.599999999999999867e-01,2.069999999999999929e+01,4.499999999999999833e-02
6.299999999999999822e+00,2.999999999999999889e-01,3.400000000000000244e-01,1.600000000000000089e+00,4.900000000000000189e-02
8.099999999999999645e+00,2.800000000000000266e-01,4.000000000000000222e-01,6.900000000000000355e+00,5.000000000000000278e-02
7.200000000000000178e+00,2.300000000000000100e-01,3.200000000000000067e-01,8.500000000000000000e+00,5.800000000000000294e-02
7.200000000000000178e+00,2.300000000000000100e-01,3.200000000000000067e-01,8.500000000000000000e+00,5.800000000000000294e-02
8.099999999999999645e+00,2.800000000000000266e-01,4.000000000000000222e-01,6.900000000000000355e+00,5.000000000000000278e-02
6.200000000000000178e+00,3.200000000000000067e-01,1.600000000000000033e-01,7.000000000000000000e+00,4.499999999999999833e-02
7.000000000000000000e+00,2.700000000000000178e-01,3.599999999999999867e-01,2.069999999999999929e+01,4.499999999999999833e-02
6.299999999999999822e+00,2.999999999999999889e-01,3.400000000000000244e-01,1.600000000000000089e+00,4.900000000000000189e-02
8.099999999999999645e+00,2.200000000000000011e-01,4.299999999999999933e-01,1.500000000000000000e+00,4.399999999999999745e-02
8.099999999999999645e+00,2.700000000000000178e-01,4.099999999999999756e-01,1.449999999999999956e+00,3.300000000000000155e-02
8.599999999999999645e+00,2.300000000000000100e-01,4.000000000000000222e-01,4.200000000000000178e+00,3.500000000000000333e-02
7.900000000000000355e+00,1.799999999999999933e-01,3.699999999999999956e-01,1.199999999999999956e+00,4.000000000000000083e-02
6.599999999999999645e+00,1.600000000000000033e-01,4.000000000000000222e-01,1.500000000000000000e+00,4.399999999999999745e-02
8.300000000000000711e+00,4.199999999999999845e-01,6.199999999999999956e-01,1.925000000000000000e+01,4.000000000000000083e-02
6.599999999999999645e+00,1.700000000000000122e-01,3.800000000000000044e-01,1.500000000000000000e+00,3.200000000000000067e-02
6.299999999999999822e+00,4.799999999999999822e-01,4.000000000000000083e-02,1.100000000000000089e+00,4.599999999999999922e-02
6.200000000000000178e+00,6.600000000000000311e-01,4.799999999999999822e-01,1.199999999999999956e+00,2.900000000000000147e-02
7.400000000000000355e+00,3.400000000000000244e-01,4.199999999999999845e-01,1.100000000000000089e+00,3.300000000000000155e-02
6.500000000000000000e+00,3.099999999999999978e-01,1.400000000000000133e-01,7.500000000000000000e+00,4.399999999999999745e-02
6.200000000000000178e+00,6.600000000000000311e-01,4.799999999999999822e-01,1.199999999999999956e+00,2.900000000000000147e-02
6.400000000000000355e+00,3.099999999999999978e-01,3.800000000000000044e-01,2.899999999999999911e+00,3.799999999999999906e-02
6.799999999999999822e+00,2.600000000000000089e-01,4.199999999999999845e-01,1.699999999999999956e+00,4.900000000000000189e-02
7.599999999999999645e+00,6.700000000000000400e-01,1.400000000000000133e-01,1.500000000000000000e+00,7.399999999999999634e-02
6.599999999999999645e+00,2.700000000000000178e-01,4.099999999999999756e-01,1.300000000000000044e+00,5.199999999999999761e-02
7.000000000000000000e+00,2.500000000000000000e-01,3.200000000000000067e-01,9.000000000000000000e+00,4.599999999999999922e-02
6.900000000000000355e+00,2.399999999999999911e-01,3.499999999999999778e-01,1.000000000000000000e+00,5.199999999999999761e-02
7.000000000000000000e+00,2.800000000000000266e-01,3.900000000000000133e-01,8.699999999999999289e+00,5.099999999999999672e-02
7.400000000000000355e+00,2.700000000000000178e-01,4.799999999999999822e-01,1.100000000000000089e+00,4.700000000000000011e-02
7.200000000000000178e+00,3.200000000000000067e-01,3.599999999999999867e-01,2.000000000000000000e+00,3.300000000000000155e-02
8.500000000000000000e+00,2.399999999999999911e-01,3.900000000000000133e-01,1.040000000000000036e+01,4.399999999999999745e-02
8.300000000000000711e+00,1.400000000000000133e-01,3.400000000000000244e-01,1.100000000000000089e+00,4.200000000000000261e-02
7.400000000000000355e+00,2.500000000000000000e-01,3.599999999999999867e-01,2.049999999999999822e+00,5.000000000000000278e-02
6.200000000000000178e+00,1.199999999999999956e-01,3.400000000000000244e-01,1.500000000000000000e+00,4.499999999999999833e-02
5.799999999999999822e+00,2.700000000000000178e-01,2.000000000000000111e-01,1.494999999999999929e+01,4.399999999999999745e-02
7.299999999999999822e+00,2.800000000000000266e-01,4.299999999999999933e-01,1.699999999999999956e+00,8.000000000000000167e-02
6.500000000000000000e+00,3.900000000000000133e-01,2.300000000000000100e-01,5.400000000000000355e+00,5.099999999999999672e-02
7.000000000000000000e+00,3.300000000000000155e-01,3.200000000000000067e-01,1.199999999999999956e+00,5.299999999999999850e-02
7.299999999999999822e+00,2.399999999999999911e-01,3.900000000000000133e-01,1.794999999999999929e+01,5.700000000000000205e-02
7.299999999999999822e+00,2.399999999999999911e-01,3.900000000000000133e-01,1.794999999999999929e+01,5.700000000000000205e-02
6.700000000000000178e+00,2.300000000000000100e-01,3.900000000000000133e-01,2.500000000000000000e+00,1.719999999999999862e-01
6.700000000000000178e+00,2.399999999999999911e-01,3.900000000000000133e-01,2.899999999999999911e+00,1.729999999999999871e-01
7.000000000000000000e+00,3.099999999999999978e-01,2.600000000000000089e-01,7.400000000000000355e+00,6.900000000000000577e-02
6.599999999999999645e+00,2.399999999999999911e-01,2.700000000000000178e-01,1.399999999999999911e+00,5.700000000000000205e-02
